t_norm,x_progress,y_lateral,z_height,u_cm,v_cm,h_cm
0.132296,0.141745,0.029865,-0.000000,98.03,20.65,-0.00
0.136187,0.144158,0.030440,-0.000000,99.70,21.05,-0.00
0.140078,0.146293,0.031020,-0.000000,101.17,21.45,-0.00
0.143969,0.148428,0.031601,-0.000000,102.65,21.85,-0.00
0.147860,0.150969,0.032326,-0.000000,104.41,22.36,-0.00
0.151751,0.153513,0.033050,-0.000000,106.17,22.86,-0.00
0.155642,0.158308,0.034543,-0.000000,109.48,23.89,-0.00
0.159533,0.163107,0.036035,-0.000000,112.80,24.92,-0.00
0.163424,0.168988,0.037699,-0.000000,116.87,26.07,-0.00
0.167315,0.174871,0.039368,0.000006,120.94,27.23,0.00
0.171206,0.183081,0.041815,0.004363,126.62,28.92,3.27
0.175097,0.191294,0.044260,0.008725,132.30,30.61,6.54
0.178988,0.200583,0.046041,0.016650,138.72,31.84,12.48
0.182879,0.209872,0.047823,0.024574,145.14,33.07,18.42
0.186770,0.217875,0.047780,0.032892,150.68,33.04,24.65
0.190661,0.225879,0.047737,0.041211,156.21,33.01,30.89
0.194553,0.233874,0.047654,0.049787,161.74,32.96,37.31
0.198444,0.241868,0.047572,0.058362,167.27,32.90,43.74
0.202335,0.249497,0.047462,0.066198,172.55,32.82,49.61
0.206226,0.257126,0.047352,0.074032,177.82,32.75,55.48
0.210117,0.264029,0.047246,0.079929,182.60,32.67,59.90
0.214008,0.270933,0.047141,0.085824,187.37,32.60,64.32
0.217899,0.276759,0.047075,0.089884,191.40,32.56,67.37
0.221790,0.282585,0.047010,0.093943,195.43,32.51,70.41
0.225681,0.287128,0.046989,0.096960,198.57,32.50,72.67
0.229572,0.291671,0.046969,0.099975,201.71,32.48,74.93
0.233463,0.294515,0.047009,0.101629,203.68,32.51,76.17
0.237354,0.297357,0.047044,0.103282,205.65,32.53,77.41
0.241245,0.299325,0.047109,0.103788,207.01,32.58,77.79
0.245136,0.301294,0.047173,0.104293,208.37,32.62,78.16
0.249027,0.302600,0.047253,0.104906,209.27,32.68,78.62
0.252918,0.303907,0.047333,0.105517,210.18,32.73,79.08
0.256809,0.304764,0.047418,0.105620,210.77,32.79,79.16
0.260700,0.305622,0.047503,0.105722,211.36,32.85,79.24
0.264591,0.306243,0.047589,0.105809,211.79,32.91,79.30
0.268482,0.306864,0.047675,0.105897,212.22,32.97,79.37
0.272374,0.307527,0.047747,0.106408,212.68,33.02,79.75
0.276265,0.308190,0.047818,0.106920,213.14,33.07,80.13
0.280156,0.308446,0.047891,0.108829,213.32,33.12,81.56
0.284047,0.308702,0.047964,0.110744,213.49,33.17,83.00
0.287938,0.309148,0.048018,0.116262,213.80,33.21,87.14
0.291829,0.309598,0.048070,0.121780,214.11,33.24,91.27
0.295720,0.310729,0.048084,0.126626,214.90,33.25,94.90
0.299611,0.311860,0.048098,0.131474,215.68,33.26,98.54
0.303502,0.313819,0.048065,0.136873,217.03,33.24,102.58
0.307393,0.319387,0.047903,0.162160,220.88,33.13,121.53
0.311284,0.322789,0.047815,0.181824,223.24,33.07,136.27
0.315175,0.326191,0.047727,0.201255,225.59,33.01,150.83
0.319066,0.329593,0.047639,0.220452,227.94,32.95,165.22
0.322957,0.332995,0.047551,0.239415,230.29,32.89,179.44
0.326848,0.336396,0.047463,0.258145,232.65,32.82,193.47
0.330739,0.339798,0.047375,0.276642,235.00,32.76,207.34
0.334630,0.343200,0.047287,0.294905,237.35,32.70,221.02
0.338521,0.346602,0.047199,0.312934,239.70,32.64,234.54
0.342412,0.350116,0.047070,0.330730,242.13,32.55,247.87
0.346304,0.353630,0.046940,0.348293,244.56,32.46,261.04
0.350195,0.357144,0.046811,0.365622,246.99,32.37,274.02
0.354086,0.360658,0.046682,0.382717,249.42,32.28,286.84
0.357977,0.364171,0.046553,0.399579,251.85,32.20,299.47
0.361868,0.367685,0.046423,0.416207,254.29,32.11,311.94
0.365759,0.371199,0.046294,0.432602,256.72,32.02,324.22
0.369650,0.374713,0.046165,0.448764,259.15,31.93,336.34
0.373541,0.378227,0.046036,0.464692,261.58,31.84,348.27
0.377432,0.381741,0.045906,0.480386,264.01,31.75,360.04
0.381323,0.385255,0.045777,0.495847,266.44,31.66,371.62
0.385214,0.388769,0.045648,0.511075,268.87,31.57,383.04
0.389105,0.392283,0.045518,0.526069,271.30,31.48,394.27
0.392996,0.395797,0.045389,0.540829,273.73,31.39,405.34
0.396887,0.399357,0.045234,0.555356,276.19,31.28,416.22
0.400778,0.402917,0.045079,0.569650,278.65,31.18,426.94
0.404669,0.406478,0.044923,0.583710,281.11,31.07,437.47
0.408560,0.410038,0.044768,0.597536,283.58,30.96,447.84
0.412451,0.413598,0.044613,0.611129,286.04,30.85,458.02
0.416342,0.417158,0.044458,0.624489,288.50,30.75,468.04
0.420233,0.420719,0.044303,0.637615,290.96,30.64,477.87
0.424125,0.424279,0.044147,0.650507,293.42,30.53,487.54
0.428016,0.427839,0.043992,0.663166,295.89,30.42,497.02
0.431907,0.431400,0.043837,0.675591,298.35,30.32,506.34
0.435798,0.435063,0.043664,0.687783,300.88,30.20,515.47
0.439689,0.438727,0.043491,0.699742,303.42,30.08,524.44
0.443580,0.442391,0.043318,0.711467,305.95,29.96,533.22
0.447471,0.446054,0.043144,0.722958,308.48,29.84,541.84
0.451362,0.449718,0.042971,0.734216,311.02,29.72,550.27
0.455253,0.453381,0.042798,0.745241,313.55,29.60,558.54
0.459144,0.457045,0.042625,0.756032,316.08,29.48,566.62
0.463035,0.460709,0.042452,0.766589,318.62,29.36,574.54
0.466926,0.464503,0.042258,0.776913,321.24,29.22,582.27
0.470817,0.468298,0.042064,0.787003,323.87,29.09,589.84
0.474708,0.472093,0.041870,0.796860,326.49,28.96,597.22
0.478599,0.475888,0.041676,0.806484,329.12,28.82,604.44
0.482490,0.479682,0.041482,0.815874,331.74,28.69,611.47
0.486381,0.483477,0.041288,0.825030,334.36,28.55,618.34
0.490272,0.487272,0.041094,0.833953,336.99,28.42,625.02
0.494163,0.491067,0.040900,0.842642,339.61,28.29,631.54
0.498054,0.494969,0.040677,0.851098,342.31,28.13,637.87
0.501946,0.498872,0.040453,0.859321,345.01,27.98,644.04
0.505837,0.502774,0.040229,0.867310,347.71,27.82,650.02
0.509728,0.506676,0.040006,0.875065,350.41,27.67,655.84
0.513619,0.510579,0.039782,0.882587,353.11,27.51,661.47
0.517510,0.514481,0.039559,0.889876,355.81,27.36,666.94
0.521401,0.518384,0.039335,0.896930,358.51,27.20,672.22
0.525292,0.522286,0.039111,0.903752,361.20,27.05,677.34
0.529183,0.526189,0.038888,0.910340,363.90,26.89,682.27
0.533074,0.530091,0.038664,0.916694,366.60,26.74,687.04
0.536965,0.534080,0.038406,0.922815,369.36,26.56,691.62
0.540856,0.538069,0.038148,0.928703,372.12,26.38,696.04
0.544747,0.542057,0.037890,0.934356,374.88,26.20,700.27
0.548638,0.546046,0.037633,0.939777,377.64,26.03,704.34
0.552529,0.550034,0.037375,0.944964,380.39,25.85,708.22
0.556420,0.554023,0.037117,0.949917,383.15,25.67,711.94
0.560311,0.558012,0.036859,0.954637,385.91,25.49,715.47
0.564202,0.562000,0.036601,0.959124,388.67,25.31,718.84
0.568093,0.565989,0.036343,0.963376,391.43,25.13,722.02
0.571984,0.569978,0.036085,0.967396,394.19,24.96,725.04
0.575875,0.573966,0.035827,0.971182,396.95,24.78,727.87
0.579767,0.577955,0.035569,0.974734,399.70,24.60,730.54
0.583658,0.581944,0.035311,0.978053,402.46,24.42,733.02
0.587549,0.585932,0.035053,0.981138,405.22,24.24,735.34
0.591440,0.589930,0.034772,0.983990,407.99,24.05,737.47
0.595331,0.593927,0.034491,0.986609,410.75,23.85,739.44
0.599222,0.597925,0.034209,0.988994,413.51,23.66,741.22
0.603113,0.601922,0.033928,0.991145,416.28,23.46,742.84
0.607004,0.605919,0.033647,0.993063,419.04,23.27,744.27
0.610895,0.609917,0.033365,0.994747,421.81,23.08,745.54
0.614786,0.613914,0.033084,0.996198,424.57,22.88,746.62
0.618677,0.617912,0.032803,0.997416,427.34,22.69,747.54
0.622568,0.621909,0.032522,0.998399,430.10,22.49,748.27
0.626459,0.625906,0.032240,0.999150,432.87,22.30,748.84
0.630350,0.629904,0.031959,0.999667,435.63,22.10,749.22
0.634241,0.633901,0.031678,0.999950,438.40,21.91,749.44
0.638132,0.637899,0.031396,1.000000,441.16,21.71,749.47
0.642023,0.641896,0.031115,0.999816,443.92,21.52,749.33
0.645914,0.645893,0.030834,0.999399,446.69,21.32,749.02
0.649805,0.649891,0.030552,0.998749,449.45,21.13,748.53
0.653696,0.653888,0.030271,0.997865,452.22,20.94,747.87
0.657588,0.657886,0.029990,0.996747,454.98,20.74,747.03
0.661479,0.661842,0.029703,0.995396,457.72,20.54,746.02
0.665370,0.665798,0.029416,0.993811,460.45,20.34,744.83
0.669261,0.669754,0.029130,0.991993,463.19,20.15,743.47
0.673152,0.673710,0.028843,0.989941,465.93,19.95,741.93
0.677043,0.677666,0.028556,0.987656,468.66,19.75,740.22
0.680934,0.681622,0.028269,0.985138,471.40,19.55,738.33
0.684825,0.685579,0.027982,0.982386,474.13,19.35,736.27
0.688716,0.689535,0.027696,0.979400,476.87,19.15,734.03
0.692607,0.693491,0.027409,0.976181,479.61,18.96,731.62
0.696498,0.697447,0.027122,0.972728,482.34,18.76,729.03
0.700389,0.701532,0.026767,0.968971,485.17,18.51,726.22
0.704280,0.705542,0.026417,0.965047,487.94,18.27,723.28
0.708171,0.709552,0.026067,0.960890,490.71,18.03,720.16
0.712062,0.713561,0.025717,0.956499,493.49,17.79,716.87
0.715953,0.717571,0.025367,0.951875,496.26,17.54,713.40
0.719844,0.721581,0.025017,0.947017,499.03,17.30,709.76
0.723735,0.725591,0.024667,0.941925,501.81,17.06,705.95
0.727626,0.729601,0.024317,0.936600,504.58,16.82,701.96
0.731518,0.733610,0.023967,0.931042,507.35,16.58,697.79
0.735409,0.737620,0.023617,0.925250,510.13,16.33,693.45
0.739300,0.741630,0.023267,0.919224,512.90,16.09,688.93
0.743191,0.745640,0.022917,0.912965,515.67,15.85,684.24
0.747082,0.749650,0.022568,0.906473,518.45,15.61,679.38
0.750973,0.753660,0.022218,0.899747,521.22,15.37,674.34
0.754864,0.757663,0.021822,0.892787,523.99,15.09,669.12
0.758755,0.761667,0.021426,0.885594,526.76,14.82,663.73
0.762646,0.765670,0.021031,0.878168,529.52,14.54,658.16
0.766537,0.769674,0.020635,0.870508,532.29,14.27,652.42
0.770428,0.773677,0.020240,0.862614,535.06,14.00,646.51
0.774319,0.777681,0.019844,0.854487,537.83,13.72,640.41
0.778210,0.781685,0.019448,0.846127,540.60,13.45,634.15
0.782101,0.785688,0.019053,0.837533,543.37,13.18,627.71
0.785992,0.789692,0.018657,0.828705,546.14,12.90,621.09
0.789883,0.793695,0.018261,0.819644,548.91,12.63,614.30
0.793774,0.797699,0.017866,0.810350,551.68,12.36,607.33
0.797665,0.801703,0.017470,0.800822,554.44,12.08,600.19
0.801556,0.805635,0.017068,0.791060,557.16,11.80,592.88
0.805447,0.809568,0.016666,0.781065,559.88,11.53,585.39
0.809339,0.813501,0.016264,0.770837,562.60,11.25,577.72
0.813230,0.817434,0.015862,0.760375,565.32,10.97,569.88
0.817121,0.821366,0.015459,0.749679,568.04,10.69,561.86
0.821012,0.825299,0.015057,0.738750,570.76,10.41,553.67
0.824903,0.829232,0.014655,0.727588,573.48,10.14,545.31
0.828794,0.833165,0.014253,0.716192,576.20,9.86,536.77
0.832685,0.837097,0.013851,0.704562,578.92,9.58,528.05
0.836576,0.841030,0.013449,0.692699,581.64,9.30,519.16
0.840467,0.844963,0.013046,0.680602,584.36,9.02,510.09
0.844358,0.848895,0.012644,0.668272,587.08,8.74,500.85
0.848249,0.852828,0.012242,0.655709,589.80,8.47,491.44
0.852140,0.856757,0.011842,0.642912,592.52,8.19,481.84
0.856031,0.860622,0.011461,0.629881,595.19,7.93,472.08
0.859922,0.864510,0.011079,0.616531,597.88,7.66,462.07
0.863813,0.868391,0.010700,0.602970,600.56,7.40,451.91
0.867704,0.872256,0.010319,0.589237,603.24,7.14,441.62
0.871595,0.876120,0.009938,0.575270,605.91,6.87,431.15
0.875486,0.879985,0.009557,0.561069,608.58,6.61,420.51
0.879377,0.883850,0.009176,0.546635,611.26,6.35,409.69
0.883268,0.887715,0.008795,0.531967,613.93,6.08,398.69
0.887160,0.891580,0.008414,0.517066,616.60,5.82,387.53
0.891051,0.895445,0.008033,0.501932,619.27,5.56,376.18
0.894942,0.899309,0.007652,0.486564,621.95,5.29,364.67
0.898833,0.903170,0.007273,0.470962,624.62,5.03,352.97
0.902724,0.906964,0.006939,0.455127,627.24,4.80,341.11
0.906615,0.910758,0.006605,0.439058,629.87,4.57,329.06
0.910506,0.914552,0.006271,0.422756,632.49,4.34,316.84
0.914397,0.918346,0.005936,0.406221,635.11,4.11,304.45
0.918288,0.922140,0.005602,0.389451,637.74,3.87,291.88
0.922179,0.925934,0.005268,0.372449,640.36,3.64,279.14
0.926070,0.929728,0.004934,0.355213,642.98,3.41,266.22
0.929961,0.933522,0.004600,0.337743,645.61,3.18,253.13
0.933852,0.937316,0.004265,0.320040,648.23,2.95,239.86
0.937743,0.941106,0.003933,0.302103,650.85,2.72,226.42
0.941634,0.944817,0.003661,0.283933,653.42,2.53,212.80
0.945525,0.948527,0.003389,0.265530,655.99,2.34,199.01
0.949416,0.952238,0.003117,0.246892,658.55,2.16,185.04
0.953307,0.955949,0.002845,0.228022,661.12,1.97,170.90
0.957198,0.959660,0.002572,0.208918,663.68,1.78,156.58
0.961089,0.963370,0.002300,0.189580,666.25,1.59,142.09
0.964981,0.967081,0.002028,0.170009,668.82,1.40,127.42
0.968872,0.970792,0.001756,0.150204,671.38,1.21,112.57
0.972763,0.974503,0.001484,0.130166,673.95,1.03,97.56
0.976654,0.978213,0.001212,0.109895,676.52,0.84,82.36
0.980545,0.981844,0.001010,0.089390,679.03,0.70,66.99
0.984436,0.985475,0.000808,0.068651,681.54,0.56,51.45
0.988327,0.989107,0.000606,0.047679,684.05,0.42,35.73
0.992218,0.992738,0.000404,0.026473,686.56,0.28,19.84
0.996109,0.996369,0.000202,0.005034,689.07,0.14,3.77
1.000000,1.000000,0.000000,0.002066,691.58,0.00,1.55
