t_norm,x_progress,y_lateral,z_height,u_cm,v_cm,h_cm
0.116732,0.089780,-0.041870,0.000000,53.44,-24.92,0.00
0.120623,0.092473,-0.042902,0.000000,55.04,-25.54,0.00
0.124514,0.094664,-0.044078,0.000000,56.35,-26.24,0.00
0.128405,0.096850,-0.045251,0.000000,57.65,-26.94,0.00
0.132296,0.097903,-0.046272,0.000000,58.28,-27.54,0.00
0.136187,0.098955,-0.047293,0.000000,58.90,-28.15,0.00
0.140078,0.100007,-0.048315,0.000000,59.53,-28.76,0.00
0.143969,0.101060,-0.049336,0.000000,60.16,-29.37,0.00
0.147860,0.102742,-0.049779,0.000000,61.16,-29.63,0.00
0.151751,0.104433,-0.050216,0.000000,62.16,-29.89,0.00
0.155642,0.109949,-0.048304,0.000000,65.45,-28.75,0.00
0.159533,0.115464,-0.046391,0.000000,68.73,-27.61,0.00
0.163424,0.122226,-0.044236,0.000000,72.76,-26.33,0.00
0.167315,0.128996,-0.042079,0.000011,76.78,-25.05,0.01
0.171206,0.138438,-0.038934,0.004368,82.41,-23.18,3.27
0.175097,0.147885,-0.035791,0.008733,88.03,-21.30,6.55
0.178988,0.158607,-0.033370,0.016658,94.41,-19.86,12.48
0.182879,0.169325,-0.030959,0.024583,100.79,-18.43,18.42
0.186770,0.178617,-0.030713,0.032901,106.32,-18.28,24.66
0.190661,0.187910,-0.030466,0.041220,111.85,-18.13,30.89
0.194553,0.197196,-0.030263,0.049796,117.38,-18.01,37.32
0.198444,0.206482,-0.030060,0.058370,122.91,-17.89,43.75
0.202335,0.215344,-0.029903,0.066206,128.18,-17.80,49.62
0.206226,0.224202,-0.029744,0.074038,133.46,-17.71,55.49
0.210117,0.232223,-0.029603,0.079935,138.23,-17.62,59.91
0.214008,0.240242,-0.029467,0.085828,143.00,-17.54,64.33
0.217899,0.247010,-0.029325,0.089888,147.03,-17.46,67.37
0.221790,0.253774,-0.029180,0.093946,151.06,-17.37,70.41
0.225681,0.259052,-0.029034,0.096963,154.20,-17.28,72.67
0.229572,0.264324,-0.028885,0.099976,157.34,-17.19,74.93
0.233463,0.267623,-0.028734,0.101631,159.30,-17.10,76.17
0.237354,0.270923,-0.028584,0.103283,161.27,-17.01,77.41
0.241245,0.273207,-0.028435,0.103788,162.63,-16.93,77.79
0.245136,0.275490,-0.028291,0.104294,163.99,-16.84,78.17
0.249027,0.277003,-0.028150,0.104906,164.89,-16.76,78.62
0.252918,0.278517,-0.028008,0.105518,165.79,-16.67,79.08
0.256809,0.279509,-0.027877,0.105620,166.38,-16.59,79.16
0.260700,0.280501,-0.027746,0.105722,166.97,-16.52,79.24
0.264591,0.281220,-0.027622,0.105809,167.40,-16.44,79.30
0.268482,0.281939,-0.027498,0.105898,167.82,-16.37,79.37
0.272374,0.282707,-0.027390,0.106408,168.28,-16.30,79.75
0.276265,0.283476,-0.027282,0.106922,168.74,-16.24,80.14
0.280156,0.283774,-0.027188,0.108831,168.92,-16.18,81.57
0.284047,0.284071,-0.027095,0.110750,169.09,-16.13,83.00
0.287938,0.284588,-0.027018,0.116268,169.40,-16.08,87.14
0.291829,0.285108,-0.026936,0.121785,169.71,-16.03,91.27
0.295720,0.286416,-0.026880,0.126632,170.49,-16.00,94.91
0.299611,0.287731,-0.026822,0.131480,171.27,-15.97,98.54
0.303502,0.290009,-0.026792,0.136879,172.63,-15.95,102.59
0.307393,0.296483,-0.026769,0.162160,176.48,-15.93,121.53
0.311284,0.300929,-0.026813,0.181824,179.13,-15.96,136.27
0.315175,0.305374,-0.026857,0.201255,181.77,-15.99,150.83
0.319066,0.309820,-0.026901,0.220452,184.42,-16.01,165.22
0.322957,0.314265,-0.026945,0.239415,187.07,-16.04,179.44
0.326848,0.318710,-0.026989,0.258145,189.71,-16.06,193.47
0.330739,0.323156,-0.027033,0.276642,192.36,-16.09,207.34
0.334630,0.327601,-0.027077,0.294905,195.00,-16.12,221.02
0.338521,0.332047,-0.027121,0.312934,197.65,-16.14,234.54
0.342412,0.336363,-0.027122,0.330730,200.22,-16.14,247.87
0.346304,0.340679,-0.027124,0.348293,202.79,-16.15,261.04
0.350195,0.344996,-0.027126,0.365622,205.36,-16.15,274.02
0.354086,0.349312,-0.027128,0.382717,207.93,-16.15,286.84
0.357977,0.353628,-0.027130,0.399579,210.50,-16.15,299.47
0.361868,0.357945,-0.027132,0.416208,213.07,-16.15,311.94
0.365759,0.362261,-0.027134,0.432603,215.64,-16.15,324.22
0.369650,0.366578,-0.027136,0.448764,218.21,-16.15,336.34
0.373541,0.370894,-0.027138,0.464692,220.77,-16.15,348.27
0.377432,0.375210,-0.027140,0.480387,223.34,-16.15,360.04
0.381323,0.379527,-0.027142,0.495848,225.91,-16.16,371.62
0.385214,0.383843,-0.027143,0.511075,228.48,-16.16,383.04
0.389105,0.388159,-0.027145,0.526069,231.05,-16.16,394.27
0.392996,0.392476,-0.027147,0.540830,233.62,-16.16,405.34
0.396887,0.396734,-0.027117,0.555357,236.16,-16.14,416.22
0.400778,0.400992,-0.027087,0.569650,238.69,-16.12,426.94
0.404669,0.405250,-0.027056,0.583710,241.23,-16.11,437.47
0.408560,0.409508,-0.027026,0.597537,243.76,-16.09,447.84
0.412451,0.413766,-0.026996,0.611130,246.29,-16.07,458.02
0.416342,0.418024,-0.026965,0.624489,248.83,-16.05,468.04
0.420233,0.422282,-0.026935,0.637615,251.36,-16.03,477.87
0.424125,0.426540,-0.026905,0.650508,253.90,-16.01,487.54
0.428016,0.430798,-0.026874,0.663167,256.43,-16.00,497.02
0.431907,0.435056,-0.026844,0.675592,258.97,-15.98,506.34
0.435798,0.439197,-0.026802,0.687784,261.43,-15.95,515.47
0.439689,0.443339,-0.026760,0.699742,263.90,-15.93,524.44
0.443580,0.447480,-0.026718,0.711467,266.36,-15.90,533.22
0.447471,0.451622,-0.026676,0.722959,268.83,-15.88,541.84
0.451362,0.455763,-0.026634,0.734217,271.29,-15.85,550.27
0.455253,0.459905,-0.026592,0.745241,273.76,-15.83,558.54
0.459144,0.464046,-0.026550,0.756032,276.22,-15.80,566.62
0.463035,0.468183,-0.026505,0.766590,278.69,-15.78,574.54
0.466926,0.472172,-0.026443,0.776914,281.06,-15.74,582.27
0.470817,0.476160,-0.026381,0.787004,283.43,-15.70,589.84
0.474708,0.480149,-0.026319,0.796861,285.81,-15.67,597.22
0.478599,0.484138,-0.026257,0.806484,288.18,-15.63,604.44
0.482490,0.488126,-0.026194,0.815874,290.56,-15.59,611.47
0.486381,0.492115,-0.026132,0.825034,292.93,-15.56,618.34
0.490272,0.496103,-0.026070,0.833957,295.31,-15.52,625.03
0.494163,0.500092,-0.026008,0.842646,297.68,-15.48,631.54
0.498054,0.503955,-0.025918,0.851102,299.98,-15.43,637.88
0.501946,0.507819,-0.025827,0.859325,302.28,-15.37,644.04
0.505837,0.511682,-0.025737,0.867313,304.58,-15.32,650.03
0.509728,0.515546,-0.025647,0.875069,306.88,-15.27,655.84
0.513619,0.519409,-0.025557,0.882593,309.18,-15.21,661.48
0.517510,0.523273,-0.025466,0.889882,311.48,-15.16,666.94
0.521401,0.527136,-0.025376,0.896936,313.78,-15.11,672.23
0.525292,0.531000,-0.025286,0.903758,316.08,-15.05,677.34
0.529183,0.534863,-0.025196,0.910345,318.38,-15.00,682.28
0.533074,0.538771,-0.025100,0.916777,320.70,-14.94,687.10
0.536965,0.542533,-0.024971,0.922895,322.94,-14.86,691.68
0.540856,0.546295,-0.024843,0.928779,325.18,-14.79,696.09
0.544747,0.550056,-0.024714,0.934430,327.42,-14.71,700.33
0.548638,0.553818,-0.024585,0.939848,329.66,-14.63,704.39
0.552529,0.557580,-0.024456,0.945031,331.90,-14.56,708.27
0.556420,0.561342,-0.024327,0.949982,334.14,-14.48,711.98
0.560311,0.565104,-0.024198,0.954699,336.38,-14.40,715.52
0.564202,0.568866,-0.024069,0.959182,338.62,-14.33,718.88
0.568093,0.572627,-0.023940,0.963432,340.86,-14.25,722.06
0.571984,0.576389,-0.023811,0.967448,343.10,-14.17,725.08
0.575875,0.580151,-0.023683,0.971231,345.34,-14.10,727.91
0.579767,0.583913,-0.023554,0.974780,347.57,-14.02,730.57
0.583658,0.587675,-0.023425,0.978096,349.81,-13.94,733.06
0.587549,0.591437,-0.023296,0.981178,352.05,-13.87,735.37
0.591440,0.595186,-0.023137,0.984027,354.28,-13.77,737.50
0.595331,0.598935,-0.022977,0.986643,356.52,-13.68,739.46
0.599222,0.602685,-0.022818,0.989024,358.75,-13.58,741.25
0.603113,0.606434,-0.022659,0.991173,360.98,-13.49,742.86
0.607004,0.610183,-0.022500,0.993087,363.21,-13.39,744.29
0.610895,0.613933,-0.022340,0.994769,365.44,-13.30,745.55
0.614786,0.617682,-0.022181,0.996217,367.68,-13.20,746.64
0.618677,0.621431,-0.022022,0.997431,369.91,-13.11,747.55
0.622568,0.625181,-0.021863,0.998412,372.14,-13.01,748.28
0.626459,0.628930,-0.021704,0.999159,374.37,-12.92,748.84
0.630350,0.632679,-0.021544,0.999673,376.60,-12.82,749.23
0.634241,0.636429,-0.021385,0.999953,378.83,-12.73,749.44
0.638132,0.640178,-0.021226,1.000000,381.07,-12.63,749.47
0.642023,0.643927,-0.021067,0.999813,383.30,-12.54,749.33
0.645914,0.647677,-0.020907,0.999393,385.53,-12.45,749.02
0.649805,0.651426,-0.020748,0.998739,387.76,-12.35,748.53
0.653696,0.655175,-0.020589,0.997852,389.99,-12.26,747.86
0.657588,0.658925,-0.020430,0.996731,392.23,-12.16,747.02
0.661479,0.662722,-0.020268,0.995377,394.49,-12.06,746.01
0.665370,0.666520,-0.020106,0.993790,396.75,-11.97,744.82
0.669261,0.670318,-0.019944,0.991968,399.01,-11.87,743.45
0.673152,0.674115,-0.019782,0.989914,401.27,-11.78,741.91
0.677043,0.677913,-0.019620,0.987625,403.53,-11.68,740.20
0.680934,0.681711,-0.019459,0.985104,405.79,-11.58,738.31
0.684825,0.685508,-0.019297,0.982349,408.05,-11.49,736.24
0.688716,0.689306,-0.019135,0.979360,410.31,-11.39,734.00
0.692607,0.693104,-0.018973,0.976138,412.57,-11.29,731.59
0.696498,0.696897,-0.018809,0.972682,414.83,-11.20,729.00
0.700389,0.700624,-0.018573,0.968993,417.05,-11.06,726.23
0.704280,0.704351,-0.018337,0.965070,419.27,-10.92,723.29
0.708171,0.708078,-0.018101,0.960914,421.48,-10.77,720.18
0.712062,0.711806,-0.017865,0.956524,423.70,-10.63,716.89
0.715953,0.715533,-0.017629,0.951901,425.92,-10.49,713.42
0.719844,0.719260,-0.017394,0.947044,428.14,-10.35,709.78
0.723735,0.722988,-0.017158,0.941954,430.36,-10.21,705.97
0.727626,0.726715,-0.016922,0.936630,432.58,-10.07,701.98
0.731518,0.730454,-0.016686,0.931059,434.80,-9.93,697.80
0.735409,0.734181,-0.016451,0.925267,437.02,-9.79,693.46
0.739300,0.737908,-0.016215,0.919243,439.24,-9.65,688.95
0.743191,0.741635,-0.015979,0.912984,441.46,-9.51,684.26
0.747082,0.745363,-0.015743,0.906492,443.68,-9.37,679.39
0.750973,0.749090,-0.015507,0.899767,445.90,-9.23,674.35
0.754864,0.752828,-0.015219,0.892808,448.12,-9.06,669.13
0.758755,0.756567,-0.014931,0.885616,450.35,-8.89,663.74
0.762646,0.760306,-0.014642,0.878190,452.57,-8.72,658.18
0.766537,0.764044,-0.014354,0.870531,454.80,-8.54,652.44
0.770428,0.767783,-0.014066,0.862638,457.02,-8.37,646.52
0.774319,0.771522,-0.013778,0.854511,459.25,-8.20,640.43
0.778210,0.775260,-0.013490,0.846152,461.47,-8.03,634.17
0.782101,0.778999,-0.013202,0.837558,463.70,-7.86,627.73
0.785992,0.782737,-0.012913,0.828732,465.92,-7.69,621.11
0.789883,0.786476,-0.012625,0.819671,468.15,-7.52,614.32
0.793774,0.790215,-0.012337,0.810377,470.38,-7.34,607.36
0.797665,0.793953,-0.012049,0.800850,472.60,-7.17,600.21
0.801556,0.797775,-0.011748,0.791089,474.88,-6.99,592.90
0.805447,0.801597,-0.011447,0.781095,477.15,-6.81,585.41
0.809339,0.805418,-0.011146,0.770867,479.43,-6.63,577.74
0.813230,0.809240,-0.010846,0.760406,481.70,-6.46,569.90
0.817121,0.813062,-0.010545,0.749711,483.98,-6.28,561.89
0.821012,0.816884,-0.010244,0.738782,486.25,-6.10,553.70
0.824903,0.820705,-0.009943,0.727621,488.53,-5.92,545.33
0.828794,0.824527,-0.009642,0.716225,490.80,-5.74,536.79
0.832685,0.828349,-0.009341,0.704596,493.08,-5.56,528.08
0.836576,0.832171,-0.009041,0.692734,495.35,-5.38,519.18
0.840467,0.835992,-0.008740,0.680638,497.62,-5.20,510.12
0.844358,0.839814,-0.008439,0.668309,499.90,-5.02,500.88
0.848249,0.843636,-0.008138,0.655746,502.17,-4.84,491.46
0.852140,0.847458,-0.007837,0.642950,504.45,-4.67,481.87
0.856031,0.851354,-0.007560,0.629920,506.77,-4.50,472.11
0.859922,0.855251,-0.007283,0.616656,509.09,-4.34,462.17
0.863813,0.859147,-0.007006,0.603159,511.41,-4.17,452.05
0.867704,0.863044,-0.006729,0.589429,513.73,-4.01,441.76
0.871595,0.866940,-0.006452,0.575465,516.05,-3.84,431.29
0.875486,0.870837,-0.006175,0.561268,518.37,-3.68,420.65
0.879377,0.874733,-0.005898,0.546837,520.69,-3.51,409.84
0.883268,0.878629,-0.005621,0.532173,523.00,-3.35,398.85
0.887160,0.882526,-0.005344,0.517275,525.32,-3.18,387.68
0.891051,0.886422,-0.005067,0.502143,527.64,-3.02,376.34
0.894942,0.890319,-0.004790,0.486778,529.96,-2.85,364.83
0.898833,0.894220,-0.004515,0.471180,532.28,-2.69,353.14
0.902724,0.898206,-0.004288,0.455348,534.66,-2.55,341.27
0.906615,0.902204,-0.004061,0.439237,537.04,-2.42,329.20
0.910506,0.906190,-0.003833,0.422938,539.41,-2.28,316.98
0.914397,0.910176,-0.003606,0.406405,541.78,-2.15,304.59
0.918288,0.914163,-0.003378,0.389638,544.16,-2.01,292.02
0.922179,0.918149,-0.003151,0.372638,546.53,-1.88,279.28
0.926070,0.922135,-0.002923,0.355404,548.90,-1.74,266.37
0.929961,0.926121,-0.002696,0.337929,551.27,-1.60,253.27
0.933852,0.930107,-0.002468,0.320228,553.65,-1.47,240.00
0.937743,0.934151,-0.002243,0.302037,556.05,-1.34,226.37
0.941634,0.938233,-0.002086,0.283866,558.48,-1.24,212.75
0.945525,0.942315,-0.001929,0.265461,560.91,-1.15,198.96
0.949416,0.946397,-0.001773,0.246823,563.34,-1.06,184.99
0.953307,0.950479,-0.001616,0.227952,565.77,-0.96,170.84
0.957198,0.954561,-0.001459,0.208847,568.20,-0.87,156.52
0.961089,0.958643,-0.001302,0.189508,570.63,-0.77,142.03
0.964981,0.962725,-0.001145,0.169936,573.06,-0.68,127.36
0.968872,0.966807,-0.000988,0.150131,575.49,-0.59,112.52
0.972763,0.970889,-0.000831,0.130092,577.92,-0.49,97.50
0.976654,0.974971,-0.000674,0.109819,580.35,-0.40,82.31
0.980545,0.979148,-0.000599,0.089313,582.84,-0.36,66.94
0.984436,0.983325,-0.000524,0.068574,585.32,-0.31,51.39
0.988327,0.987503,-0.000449,0.047601,587.81,-0.27,35.68
0.992218,0.991680,-0.000374,0.026394,590.30,-0.22,19.78
0.996109,0.995857,-0.000299,0.004954,592.78,-0.18,3.71
1.000000,1.000000,0.000000,-0.004356,595.25,0.00,-3.26
