t_norm,x_progress,y_lateral,z_height,u_cm,v_cm,h_cm
0.330544,0.350343,0.029133,0.205204,222.60,18.51,119.04
0.334728,0.354817,0.028753,0.226326,225.45,18.27,131.29
0.338912,0.359292,0.028373,0.247163,228.29,18.03,143.38
0.343096,0.364039,0.028011,0.267715,231.31,17.80,155.30
0.347280,0.368785,0.027650,0.287984,234.32,17.57,167.06
0.351464,0.373767,0.027329,0.307967,237.49,17.36,178.65
0.355649,0.378749,0.027009,0.327667,240.65,17.16,190.08
0.359833,0.383731,0.026689,0.347081,243.82,16.96,201.34
0.364017,0.388713,0.026369,0.366212,246.98,16.75,212.44
0.368201,0.393735,0.026122,0.385058,250.17,16.60,223.37
0.372385,0.398757,0.025875,0.403619,253.37,16.44,234.14
0.376569,0.403779,0.025628,0.421896,256.56,16.28,244.74
0.380753,0.408802,0.025382,0.439889,259.75,16.13,255.18
0.384937,0.413648,0.025209,0.457597,262.83,16.02,265.45
0.389121,0.418493,0.025036,0.475021,265.91,15.91,275.56
0.393305,0.423108,0.024918,0.492160,268.84,15.83,285.50
0.397490,0.427722,0.024800,0.509015,271.77,15.76,295.28
0.401674,0.432132,0.024759,0.525586,274.57,15.73,304.89
0.405858,0.436541,0.024718,0.541872,277.37,15.71,314.34
0.410042,0.440950,0.024677,0.557873,280.17,15.68,323.62
0.414226,0.445359,0.024635,0.573590,282.98,15.65,332.74
0.418410,0.449769,0.024594,0.589023,285.78,15.63,341.69
0.422594,0.454178,0.024553,0.604171,288.58,15.60,350.48
0.426778,0.458460,0.024600,0.619035,291.30,15.63,359.10
0.430962,0.462743,0.024648,0.633615,294.02,15.66,367.56
0.435146,0.467025,0.024695,0.647910,296.74,15.69,375.85
0.439331,0.471307,0.024743,0.661920,299.46,15.72,383.98
0.443515,0.475590,0.024790,0.675646,302.18,15.75,391.94
0.447699,0.479872,0.024838,0.689088,304.91,15.78,399.74
0.451883,0.484021,0.024956,0.702245,307.54,15.86,407.37
0.456067,0.488170,0.025073,0.715118,310.18,15.93,414.84
0.460251,0.492319,0.025191,0.727706,312.81,16.01,422.14
0.464435,0.496467,0.025308,0.740010,315.45,16.08,429.28
0.468619,0.500616,0.025426,0.752029,318.09,16.16,436.25
0.472803,0.504760,0.025544,0.763765,320.72,16.23,443.06
0.476987,0.508751,0.025720,0.775215,323.25,16.34,449.70
0.481172,0.512741,0.025895,0.786381,325.79,16.45,456.18
0.485356,0.516731,0.026071,0.797263,328.32,16.56,462.49
0.489540,0.520721,0.026246,0.807860,330.86,16.68,468.64
0.493724,0.524711,0.026422,0.818173,333.40,16.79,474.62
0.497908,0.528702,0.026597,0.828201,335.93,16.90,480.44
0.502092,0.532692,0.026773,0.837945,338.47,17.01,486.09
0.506276,0.536682,0.026948,0.847405,341.00,17.12,491.58
0.510460,0.540672,0.027124,0.856580,343.54,17.23,496.90
0.514644,0.544662,0.027299,0.865471,346.07,17.35,502.06
0.518828,0.548653,0.027475,0.874077,348.61,17.46,507.05
0.523013,0.552643,0.027650,0.882399,351.14,17.57,511.88
0.527197,0.556612,0.027813,0.890436,353.67,17.67,516.54
0.531381,0.560582,0.027976,0.898189,356.19,17.78,521.04
0.535565,0.564552,0.028139,0.905657,358.71,17.88,525.37
0.539749,0.568522,0.028302,0.912841,361.23,17.98,529.54
0.543933,0.572491,0.028465,0.919741,363.75,18.09,533.54
0.548117,0.576461,0.028628,0.926356,366.28,18.19,537.38
0.552301,0.580431,0.028790,0.932687,368.80,18.29,541.05
0.556485,0.584401,0.028953,0.938733,371.32,18.40,544.56
0.560669,0.588370,0.029116,0.944495,373.84,18.50,547.90
0.564854,0.592340,0.029279,0.949972,376.37,18.60,551.08
0.569038,0.596310,0.029442,0.955165,378.89,18.71,554.09
0.573222,0.600280,0.029605,0.960074,381.41,18.81,556.94
0.577406,0.604249,0.029768,0.964698,383.93,18.91,559.62
0.581590,0.608219,0.029931,0.969038,386.46,19.02,562.14
0.585774,0.612189,0.030094,0.973093,388.98,19.12,564.49
0.589958,0.616158,0.030252,0.976864,391.50,19.22,566.68
0.594142,0.620118,0.030310,0.980350,394.02,19.26,568.70
0.598326,0.624078,0.030367,0.983552,396.53,19.29,570.56
0.602510,0.628039,0.030425,0.986469,399.05,19.33,572.25
0.606695,0.631999,0.030483,0.989102,401.56,19.37,573.78
0.610879,0.635959,0.030540,0.991451,404.08,19.40,575.14
0.615063,0.639919,0.030598,0.993515,406.60,19.44,576.34
0.619247,0.643879,0.030656,0.995295,409.11,19.48,577.37
0.623431,0.647839,0.030713,0.996790,411.63,19.51,578.24
0.627615,0.651799,0.030771,0.998001,414.15,19.55,578.94
0.631799,0.655759,0.030829,0.998927,416.66,19.59,579.48
0.635983,0.659708,0.030762,0.999569,419.17,19.55,579.85
0.640167,0.663657,0.030695,0.999927,421.68,19.50,580.06
0.644351,0.667606,0.030629,1.000000,424.19,19.46,580.10
0.648536,0.671555,0.030562,0.999789,426.70,19.42,579.98
0.652720,0.675503,0.030495,0.999293,429.21,19.38,579.69
0.656904,0.679452,0.030429,0.998513,431.72,19.33,579.24
0.661088,0.683401,0.030362,0.997448,434.22,19.29,578.62
0.665272,0.687350,0.030295,0.996099,436.73,19.25,577.84
0.669456,0.691282,0.030100,0.994465,439.23,19.13,576.89
0.673640,0.695214,0.029904,0.992547,441.73,19.00,575.78
0.677824,0.699146,0.029709,0.990345,444.23,18.88,574.50
0.682008,0.703078,0.029514,0.987858,446.73,18.75,573.06
0.686192,0.707010,0.029318,0.985087,449.23,18.63,571.45
0.690377,0.710943,0.029123,0.982031,451.72,18.50,569.68
0.694561,0.714863,0.028794,0.978691,454.22,18.30,567.74
0.698745,0.718783,0.028464,0.975066,456.71,18.09,565.64
0.702929,0.722702,0.028135,0.971157,459.20,17.88,563.37
0.707113,0.726622,0.027806,0.966964,461.69,17.67,560.94
0.711297,0.730542,0.027476,0.962486,464.18,17.46,558.34
0.715481,0.734462,0.027142,0.957724,466.67,17.25,555.58
0.719665,0.738385,0.026745,0.952665,469.16,16.99,552.64
0.723849,0.742304,0.026348,0.947327,471.65,16.74,549.55
0.728033,0.746218,0.025952,0.941710,474.14,16.49,546.29
0.732218,0.750131,0.025556,0.935809,476.62,16.24,542.86
0.736402,0.754045,0.025160,0.929623,479.11,15.99,539.28
0.740586,0.757959,0.024763,0.923153,481.60,15.73,535.52
0.744770,0.761873,0.024367,0.916399,484.09,15.48,531.61
0.748954,0.765787,0.023971,0.909360,486.57,15.23,527.52
0.753138,0.769701,0.023575,0.902037,489.06,14.98,523.27
0.757322,0.773614,0.023178,0.894429,491.55,14.73,518.86
0.761506,0.777528,0.022782,0.886537,494.03,14.48,514.28
0.765690,0.781442,0.022386,0.878360,496.52,14.22,509.54
0.769874,0.785356,0.021989,0.869899,499.01,13.97,504.63
0.774059,0.789270,0.021593,0.861154,501.49,13.72,499.56
0.778243,0.793183,0.021197,0.852124,503.98,13.47,494.32
0.782427,0.797097,0.020801,0.842810,506.47,13.22,488.92
0.786611,0.801011,0.020404,0.833211,508.95,12.96,483.35
0.790795,0.804925,0.020008,0.823328,511.44,12.71,477.61
0.794979,0.808839,0.019612,0.813160,513.93,12.46,471.72
0.799163,0.812753,0.019216,0.802708,516.41,12.21,465.65
0.803347,0.816666,0.018819,0.791972,518.90,11.96,459.42
0.807531,0.820580,0.018423,0.780951,521.39,11.71,453.03
0.811715,0.824494,0.018027,0.769645,523.87,11.45,446.47
0.815900,0.828408,0.017630,0.758055,526.36,11.20,439.75
0.820084,0.832365,0.017230,0.746045,528.87,10.95,432.78
0.824268,0.836279,0.016834,0.733883,531.36,10.70,425.73
0.828452,0.840192,0.016438,0.721432,533.85,10.44,418.50
0.832636,0.844120,0.016040,0.708649,536.34,10.19,411.09
0.836820,0.848034,0.015644,0.695633,538.83,9.94,403.54
0.841004,0.851948,0.015248,0.682332,541.32,9.69,395.82
0.845188,0.855862,0.014851,0.668747,543.80,9.44,387.94
0.849372,0.859776,0.014455,0.654877,546.29,9.18,379.90
0.853556,0.863690,0.014059,0.640722,548.78,8.93,371.68
0.857741,0.867603,0.013663,0.626284,551.27,8.68,363.31
0.861925,0.871517,0.013266,0.611561,553.75,8.43,354.77
0.866109,0.875431,0.012870,0.596553,556.24,8.18,346.06
0.870293,0.879345,0.012474,0.581261,558.73,7.93,337.19
0.874477,0.883259,0.012077,0.565685,561.21,7.67,328.15
0.878661,0.887172,0.011681,0.549824,563.70,7.42,318.95
0.882845,0.891082,0.011285,0.533679,566.18,7.17,309.59
0.887029,0.894931,0.010876,0.517249,568.63,6.91,300.06
0.891213,0.898815,0.010463,0.500398,571.10,6.65,290.28
0.895397,0.902665,0.010053,0.483397,573.54,6.39,280.42
0.899582,0.906515,0.009643,0.466112,575.99,6.13,270.39
0.903766,0.910364,0.009234,0.448542,578.44,5.87,260.20
0.907950,0.914214,0.008824,0.430688,580.88,5.61,249.84
0.912134,0.918064,0.008414,0.412549,583.33,5.35,239.32
0.916318,0.921914,0.008004,0.394126,585.77,5.09,228.63
0.920502,0.925764,0.007595,0.375419,588.22,4.83,217.78
0.924686,0.929614,0.007185,0.356427,590.67,4.57,206.76
0.928870,0.933464,0.006775,0.337150,593.11,4.30,195.58
0.933054,0.937314,0.006366,0.317590,595.56,4.04,184.23
0.937238,0.941164,0.005956,0.297744,598.00,3.78,172.72
0.941423,0.945033,0.005544,0.277512,600.46,3.52,160.99
0.945607,0.948882,0.005135,0.257096,602.91,3.26,149.14
0.949791,0.952733,0.004730,0.236396,605.36,3.01,137.13
0.953975,0.956666,0.004337,0.215412,607.85,2.76,124.96
0.958159,0.960600,0.003943,0.194143,610.35,2.51,112.62
0.962343,0.964533,0.003550,0.172585,612.85,2.26,100.12
0.966527,0.968466,0.003157,0.150747,615.35,2.01,87.45
0.970711,0.972400,0.002764,0.128624,617.85,1.76,74.62
0.974895,0.976333,0.002370,0.106218,620.35,1.51,61.62
0.979079,0.980267,0.001977,0.083527,622.85,1.26,48.45
0.983264,0.984200,0.001584,0.060551,625.35,1.01,35.13
0.987448,0.988133,0.001191,0.037291,627.85,0.76,21.63
0.991632,0.992067,0.000797,0.013746,630.35,0.51,7.97
0.995816,0.996000,0.000404,-0.010082,632.85,0.26,-5.85
1.000000,1.000000,-0.000000,-0.032579,635.39,-0.00,-18.90
